# Measured scattering data of gold cubes
# q I err
6.212783999999997864e-01 8.182273114942564263e-01 1.204186897763825509e-01
6.228124200000001442e-01 8.604693593869736645e-01 1.199804209031539448e-01
6.243464299999997857e-01 8.931976530651333235e-01 1.204555200690305972e-01
6.258804500000001436e-01 9.236579986590028879e-01 1.198368532381108437e-01
6.274144600000001182e-01 6.991622247126443312e-01 1.190517690710754944e-01
6.289484800000000320e-01 8.099840000000018136e-01 1.190599044994960498e-01
6.304825600000002472e-01 8.159881988505749417e-01 1.183822249786175979e-01
6.320165800000000500e-01 8.560551898467432252e-01 1.197724478341098686e-01
6.335505900000002466e-01 9.587987256704976202e-01 1.192083150648401563e-01
6.350846099999999383e-01 8.700380950191561880e-01 1.184490635949769499e-01
6.366186200000000239e-01 9.280336045977007897e-01 1.196020799964244569e-01
6.381526399999999377e-01 7.951932900383145153e-01 1.198761655651607028e-01
6.396866600000000735e-01 9.143431965517248017e-01 1.195527411983253463e-01
6.412206699999997150e-01 1.010032905938697212e+00 1.197890449828974552e-01
6.427546900000000729e-01 7.732898750957888367e-01 1.194501846666761458e-01
6.442886999999999365e-01 7.100715377394637429e-01 1.179007336640250231e-01
6.458227199999999613e-01 9.774499800766296431e-01 1.193450350048246705e-01
6.473567399999998750e-01 1.062614632567051132e+00 1.195004850740096491e-01
6.488907499999998496e-01 9.926448304597705885e-01 1.184593904367303996e-01
6.504247700000002075e-01 9.958483488505756043e-01 1.168586858951859292e-01
6.519588499999998676e-01 9.101241187739468330e-01 1.168101166698991000e-01
6.534928599999999532e-01 9.214297448275852176e-01 1.173183014592003443e-01
6.550268799999998670e-01 8.777034256704974169e-01 1.176084167752086684e-01
6.565609000000001139e-01 8.258096662835239243e-01 1.166211656222736759e-01
6.580949099999996443e-01 9.980856954022979677e-01 1.160585311569871242e-01
6.596289300000001132e-01 9.471300170498073712e-01 1.167176041274698706e-01
6.611629400000000878e-01 9.138911678160929197e-01 1.167350049139638524e-01
6.626969600000000016e-01 8.246032645593865951e-01 1.159081344555210474e-01
6.642309799999998043e-01 5.119885141762452463e-01 1.149843035555955795e-01
6.657649899999997789e-01 5.644091578544063736e-01 1.145368979325941949e-01
6.672990100000002478e-01 7.916757720306533130e-01 1.152170644504602742e-01
6.688330199999996672e-01 8.039037659003831493e-01 1.154665964457936705e-01
6.703670400000002472e-01 8.336453605363995933e-01 1.149855822665402788e-01
6.719011199999997963e-01 8.802328005747126483e-01 1.143831167494824552e-01
6.734351400000002652e-01 6.012983760536396716e-01 1.132381183666349295e-01
6.749691500000003508e-01 5.340890293103432995e-01 1.136645482428872006e-01
6.765031700000000425e-01 5.771886810344826202e-01 1.142227200580737539e-01
6.780371800000002391e-01 6.279491350574720743e-01 1.144419518853273254e-01
6.795711999999999309e-01 6.426932114942500718e-01 1.132160336536008477e-01
6.811052199999996226e-01 6.677036591954035316e-01 1.136123316050042520e-01
6.826392299999999302e-01 7.805386392720299327e-01 1.137057126321444761e-01
6.841732500000001771e-01 6.470742243295015683e-01 1.120514497995916958e-01
6.857072600000003737e-01 5.061451147509572479e-01 1.115726379208428765e-01
6.872412800000001765e-01 5.684574772030641654e-01 1.112431094938465259e-01
6.887752999999998682e-01 5.679900074712636027e-01 1.117133763532276725e-01
6.903093099999999538e-01 4.403126668582357794e-01 1.109148350678991618e-01
6.918433299999997566e-01 5.756064088122618827e-01 1.118939183282723210e-01
6.933774099999999718e-01 5.902262714559380896e-01 1.107240282159956402e-01
6.949114200000001684e-01 6.287204057471242891e-01 1.118676177978182029e-01
6.964454399999998602e-01 5.028473576628353925e-01 1.126412773940936446e-01
6.979794599999996629e-01 3.022868593869718623e-01 1.106120674635819312e-01
6.995134699999998595e-01 3.345857210727993802e-01 1.107068245376675586e-01
7.010474900000001064e-01 5.577279613026835392e-01 1.101253812653362613e-01
7.025815000000003030e-01 4.704981668582374765e-01 1.111293960812087950e-01
7.041155200000001058e-01 3.057007074712644878e-01 1.099944122250844231e-01
7.056495399999997975e-01 5.252511191570876647e-01 1.095176510624657207e-01
7.071835499999999941e-01 6.509704848658985910e-01 1.096479882008151302e-01
7.087175699999996858e-01 4.726684706896548960e-01 1.089554544037261985e-01
7.102515799999997714e-01 3.509081178160924352e-01 1.083295337940936021e-01
7.117856000000002403e-01 3.314194176245219836e-01 1.094367502852916368e-01
7.133196799999997895e-01 2.813367264367788168e-01 1.102443593369411695e-01
7.148536999999995922e-01 3.210433940613031112e-01 1.107325911417960385e-01
7.163877099999997888e-01 4.898840120689644806e-01 1.104214253673136414e-01
7.179217300000002577e-01 4.610866781609201936e-01 1.104686567526066004e-01
7.194557400000003433e-01 4.772415660919548941e-01 1.106936048157762809e-01
7.209897600000000351e-01 3.624776283524901999e-01 1.105157458795106296e-01
7.225237799999997268e-01 4.425427134099600424e-01 1.109710355394737669e-01
7.240577899999999234e-01 4.351763911877402080e-01 1.112536915747367600e-01
7.255918099999996151e-01 5.174149883141758721e-01 1.124209027470131628e-01
7.271258199999999228e-01 4.500902019157084766e-01 1.118477685700986768e-01
7.286598400000001696e-01 6.867827358237548196e-01 1.121169549318462577e-01
7.301938599999999724e-01 5.870081063218393069e-01 1.112337920046719275e-01
7.317278700000001690e-01 5.333058816091948984e-01 1.115549423175877380e-01
7.332618899999997497e-01 5.153055498084286867e-01 1.120828828742477801e-01
7.347959700000001870e-01 3.518708900383141214e-01 1.113876242888625773e-01
7.363299800000002726e-01 4.561103118773939258e-01 1.113544665450980631e-01
7.378640000000000754e-01 3.355837804597703311e-01 1.117537945005389055e-01
7.393980199999998781e-01 2.404917404214570453e-01 1.105256413874103616e-01
7.409320299999998527e-01 3.661188220306508256e-01 1.109951544011219954e-01
7.424660500000003216e-01 4.241235873563224956e-01 1.115524062961125301e-01
7.440000599999998521e-01 4.822294113026818763e-01 1.117863379100081656e-01
7.455340800000000989e-01 3.475629323754789723e-01 1.124390607074016030e-01
7.470681000000000127e-01 5.518873061302675964e-01 1.132356918983000449e-01
7.486021100000000983e-01 4.754717657088133875e-01 1.128636718537237293e-01
7.501361299999997900e-01 4.008140344827575974e-01 1.131642896508919527e-01
7.516701399999999866e-01 3.863058017241360886e-01 1.134066484543883452e-01
7.532041599999996784e-01 5.701066618773937833e-01 1.146601349681718035e-01
7.547382400000000047e-01 5.747315061302682437e-01 1.149082690405470314e-01
7.562722599999998074e-01 6.498448266283523012e-01 1.151560689653886027e-01
7.578062699999997820e-01 7.216781609195397351e-01 1.163676262882294699e-01
7.593402900000003619e-01 5.550926611111091091e-01 1.161445492497909238e-01
7.608742999999997814e-01 4.477549233716481281e-01 1.150114181728988244e-01
7.624083200000002503e-01 6.129528109195403474e-01 1.155293912226134784e-01
7.639423399999999420e-01 4.344989917624539899e-01 1.155763420190645541e-01
7.654763500000000276e-01 3.895829208812244815e-01 1.152751646214888737e-01
7.670103699999999414e-01 4.260105542145585233e-01 1.163794858478798544e-01
7.685443799999999159e-01 4.519567973180071974e-01 1.165186140985109697e-01
7.700783999999997187e-01 3.583583806513396808e-01 1.158995285047316748e-01
7.716124200000001876e-01 4.110120653256696954e-01 1.170244458631328754e-01
7.731464300000001622e-01 5.736889363984687407e-01 1.178884465479370508e-01
7.746804499999999649e-01 4.866138074712642037e-01 1.171493030927138468e-01
7.762145300000002912e-01 3.368761038314174172e-01 1.174210032867900461e-01
7.777485399999997107e-01 5.211669683908048967e-01 1.180556695734035488e-01
7.792825600000001796e-01 5.005634637931040132e-01 1.180041895364691978e-01
7.808165799999998713e-01 4.643392189655167202e-01 1.183634440390338993e-01
7.823505899999999569e-01 3.840336139846733943e-01 1.173673804568359513e-01
7.838846099999998707e-01 4.987649779693485996e-01 1.179350365084334967e-01
7.854186199999998452e-01 3.816681959770119037e-01 1.173394335309884962e-01
7.869526399999996480e-01 2.873357683908048799e-01 1.172935051272041562e-01
7.884866600000001169e-01 4.949530781609202124e-01 1.184236813949818001e-01
7.900206700000000914e-01 5.405391787356323974e-01 1.193405333805261509e-01
7.915546900000000052e-01 4.211913955938690890e-01 1.186183650912945309e-01
7.930887000000000908e-01 3.997248913793089442e-01 1.188591872751617456e-01
7.946227199999997826e-01 3.775122429118785150e-01 1.203220001322004434e-01
7.961568000000002199e-01 3.906012114942534197e-01 1.222269483535183693e-01
7.976908199999998006e-01 2.116804413793093864e-01 1.221476705557839049e-01
7.992248299999999972e-01 4.712522339080447153e-01 1.235158465387545257e-01
8.007588499999998000e-01 4.155375977011503963e-01 1.232646948901462008e-01
8.022928599999997745e-01 3.222892114942519370e-01 1.231290080903648804e-01
8.038268800000003544e-01 2.306170570881204973e-01 1.237041970111444067e-01
8.053609000000000462e-01 4.005793252873566246e-01 1.249586435793636763e-01
8.068949100000003538e-01 2.942629434865908777e-01 1.243973056909004477e-01
8.084289299999999345e-01 2.938863187739464422e-01 1.252989914029490059e-01
8.099629400000000201e-01 4.070448383141762605e-01 1.252432561595937799e-01
8.114969599999999339e-01 3.856382649425276199e-01 1.254097887620707619e-01
8.130309800000001808e-01 4.131083996168571915e-01 1.251120778260869093e-01
8.145649900000003774e-01 3.616552327586211035e-01 1.265870813890135060e-01
8.160990100000001801e-01 2.887264400383128815e-01 1.258218621610565913e-01
8.176330899999997293e-01 3.773272877394636127e-01 1.264760026387361791e-01
8.191670999999997038e-01 2.906309402298843381e-01 1.285318098030565348e-01
8.207011200000002837e-01 1.193441812260536000e-01 1.281115281103038517e-01
8.222351399999999755e-01 2.089668406130273937e-01 1.263583337648611082e-01
8.237691500000002831e-01 1.327102319923367801e-01 1.260309991431221299e-01
8.253031699999998638e-01 2.968245701149436755e-01 1.280865869122677914e-01
8.268371799999999494e-01 2.523446122605346176e-01 1.281214799288684925e-01
8.283711999999998632e-01 3.722582737547899256e-01 1.284196363283853781e-01
8.299052200000001100e-01 3.743012113026820131e-01 1.294647233231879524e-01
8.314392300000003067e-01 2.673847703065116987e-01 1.289027057169429280e-01
8.329732500000001094e-01 2.639985840996175170e-01 1.276245602037859306e-01
8.345072600000000840e-01 2.108215921455922626e-01 1.278946961956121398e-01
8.360412799999999978e-01 2.901860931034497271e-01 1.296364463689414492e-01
8.375753600000002130e-01 3.688028703065127090e-01 1.302390093279563177e-01
8.391093800000000158e-01 4.558506869731813183e-01 1.306023672409528935e-01
8.406433900000002124e-01 3.717588450191585125e-01 1.316053955668866626e-01
8.421774099999997931e-01 1.120569946360143593e-01 1.295596336230792067e-01
8.437114199999999897e-01 2.636757894636020949e-01 1.313009236633167487e-01
8.452454399999997925e-01 3.635343005747130873e-01 1.320527555340790526e-01
8.467794600000003724e-01 5.339266588122617563e-01 1.328952249529150587e-01
8.483134700000003470e-01 3.579551281609161251e-01 1.329471164528225613e-01
8.498474900000000387e-01 2.460708344827571559e-01 1.328604794018091451e-01
8.513815000000003463e-01 2.464364254789276898e-01 1.339606442145643839e-01
8.529155199999999271e-01 3.338787789272013029e-01 1.350906886200559376e-01
8.544495399999996188e-01 2.806548300766281145e-01 1.366541936101834387e-01
8.559835499999999264e-01 3.306556570881218349e-01 1.386155088196917573e-01
8.575176300000001417e-01 1.858628494252884678e-01 1.379425829533592607e-01
8.590516499999997224e-01 1.740434925287344115e-01 1.390299215272538247e-01
8.605856600000000300e-01 3.232124459770115976e-01 1.410382036300925901e-01
8.621196799999997218e-01 3.686879199233699111e-01 1.428538127516723599e-01
8.636537000000003017e-01 5.031948178160918772e-01 1.451230267619813830e-01
8.651877100000002763e-01 5.462742465517242962e-01 1.440431075556163898e-01
8.667217299999999680e-01 4.028311247126445949e-01 1.465953970255752803e-01
8.682557400000002756e-01 4.890316605364005142e-01 1.468671545170896764e-01
8.697897599999998564e-01 4.595056915708815026e-01 1.484218143278353830e-01
8.713237800000003253e-01 5.848251599616851593e-01 1.480187264450811835e-01
8.728577899999998557e-01 4.185596913793113161e-01 1.488086890742529034e-01
8.743918100000001026e-01 4.067434959770119818e-01 1.508318057065860807e-01
8.759258199999996330e-01 4.516317141762460907e-01 1.520985261389955490e-01
8.774598400000001019e-01 5.014853624521071751e-01 1.522139992451646828e-01
8.789939199999996511e-01 4.367806212643676744e-01 1.528852774658533975e-01
8.805279400000002310e-01 3.024261607279700725e-01 1.531786074421396249e-01
8.820619500000002056e-01 3.749798413793108964e-01 1.542595781465093407e-01
8.835959700000000083e-01 5.204624614942527927e-01 1.546474311189535156e-01
8.851299800000002049e-01 4.464382739463594874e-01 1.563873835181130989e-01
8.866639999999997857e-01 4.734790706896535029e-01 1.564698221256936583e-01
8.881980200000003656e-01 3.195835477011508274e-01 1.556886302953361390e-01
8.897320299999997850e-01 2.781689379310340882e-01 1.574253755519947062e-01
8.912660500000002539e-01 3.482975651340947110e-02 1.563415447787986634e-01
8.928000600000003395e-01 5.085744195402331497e-02 1.576212310472770439e-01
8.943340799999999202e-01 2.202965492337174425e-01 1.600806316315790956e-01
8.958681000000000560e-01 2.138635325670490417e-01 1.591353878651491083e-01
8.974021100000000306e-01 2.084970578544060871e-01 1.597489976092823782e-01
8.989361900000001349e-01 1.892790356321842893e-01 1.582257421649502505e-01
9.004702100000001597e-01 1.468821101532578055e-01 1.598060698245099276e-01
9.020042200000000232e-01 2.228552180076617262e-01 1.619405003991933600e-01
9.035382399999998260e-01 3.006698055555547811e-01 1.632628206065064869e-01
9.050722600000004059e-01 2.929100473180081821e-01 1.636444040015362367e-01
9.066062699999996033e-01 3.088463499999996031e-01 1.642377539706198764e-01
9.081402900000001832e-01 2.332561459770116918e-01 1.634926148534263379e-01
9.096743000000003798e-01 2.705868783524909560e-01 1.656991097799376533e-01
9.112083199999998495e-01 4.456321260536383888e-01 1.693791361918759453e-01
9.127423399999999853e-01 2.369190088122605509e-01 1.692783378875380718e-01
9.142763499999999599e-01 1.872930659003833043e-01 1.667333544477034579e-01
9.158103699999996516e-01 3.932781038314185906e-01 1.686006026960142623e-01
9.173443799999998483e-01 2.938328241379304373e-01 1.698108814952032086e-01
9.188783999999999841e-01 1.002946204980839223e-01 1.716750448674832785e-01
9.204124799999997553e-01 6.147391226053500884e-02 1.692771534285322232e-01
9.219465000000002242e-01 2.722784164750970959e-01 1.720663362948464115e-01
9.234805099999996436e-01 3.043038266283524251e-01 1.734789342223541087e-01
9.250145300000000015e-01 4.825549980842919751e-01 1.758643076579891884e-01
9.265485400000001981e-01 2.061120693486593325e-01 1.783929960926913250e-01
9.280825600000000009e-01 5.450740172413671286e-02 1.789380005238341564e-01
9.296165799999998036e-01 1.418752068965511981e-01 1.781391659394493121e-01
9.311505900000000002e-01 4.670489890804586097e-01 1.791842971029672937e-01
9.326846100000003581e-01 2.396688664750943609e-01 1.794337104034905983e-01
9.342186199999997775e-01 2.849951275862085964e-01 1.818330084275340819e-01
9.357526400000002464e-01 2.469842881226052000e-01 1.831334550421554741e-01
9.372866600000000492e-01 1.516335467432954609e-01 1.816352448140088616e-01
9.388206700000000238e-01 5.460469664750959851e-01 1.861871610557322976e-01
9.403547500000003501e-01 3.309545521072791985e-01 1.840210640528419650e-01
9.418887700000000418e-01 2.685194176245175868e-02 1.814891755153927033e-01
9.434227800000000164e-01 3.884222796934988509e-02 1.862953303611524780e-01
9.449568000000001522e-01 2.257973346743309129e-01 1.885870175295589757e-01
9.464908199999998439e-01 3.110006116858273217e-01 1.872027432520664003e-01
9.480248299999998185e-01 2.882590419540216331e-01 1.895237319537295961e-01
9.495588500000001764e-01 3.407669434865888136e-01 1.956286860731525357e-01
9.510928599999995958e-01 6.006977124521073463e-01 1.985769832907235410e-01
9.526268800000001757e-01 1.933899978927202667e-01 1.928488764961207025e-01
9.541609000000000895e-01 -4.976476781609128625e-02 1.931675167591010434e-01
9.556949099999998420e-01 1.262221340996170227e-01 1.949207399747578673e-01
9.572289299999999779e-01 -2.185332436781619869e-01 1.962662942302404734e-01
9.587629399999999524e-01 -6.549533754789305107e-02 1.963499369212866608e-01
9.602969600000004213e-01 1.471064946360147452e-01 1.960240640675125212e-01
9.618310399999999705e-01 1.872757921455932006e-01 1.967897756384922869e-01
9.633650599999997732e-01 5.106386501915727294e-01 1.991347605630028883e-01
9.648990699999996368e-01 2.714148021072793071e-01 2.018362295513453086e-01
9.664330899999999946e-01 1.147210821839070721e-01 2.039954305791206457e-01
9.679670999999996361e-01 2.012921586206868618e-01 2.026647607285687880e-01
9.695011199999999940e-01 2.831117722222228905e-01 2.044430925407415556e-01
9.710351400000000188e-01 -1.056820457854401596e-01 2.055714888431326715e-01
9.725691499999997713e-01 3.662252335249033264e-01 2.098330203785193637e-01
9.741031699999997961e-01 3.091596536398473205e-01 2.110540619423687536e-01
9.756371799999999928e-01 2.872592990421428127e-01 2.115303369030337444e-01
9.771712000000003506e-01 1.786060789272028160e-01 2.104885440601726443e-01
9.787052200000000424e-01 2.721071001915706944e-01 2.139926257342449900e-01
9.802392300000002390e-01 -5.938603965517152278e-02 2.140151286406985487e-01
9.817733100000000102e-01 -1.691585153256536245e-02 2.145889161021239389e-01
9.833073300000000350e-01 2.074772863984675197e-01 2.164236730778839601e-01
9.848413399999995654e-01 1.542643544061279570e-01 2.198094165660023913e-01
9.863753600000000343e-01 -3.358544885057401785e-02 2.208435817598569384e-01
9.879093799999998371e-01 2.894121915708769421e-02 2.206742328045017132e-01
9.894433900000000337e-01 1.564084538314167439e-01 2.217117455563220041e-01
9.909774099999996144e-01 4.029498637931014926e-01 2.297358620934841500e-01
9.925114199999998110e-01 1.854101773946350562e-01 2.292142611812325870e-01
9.940454400000003909e-01 1.799687668582370392e-01 2.289799400284913411e-01
9.955794599999999717e-01 9.256274137930731172e-03 2.270171137407927531e-01
9.971134700000001683e-01 1.664629425287422748e-02 2.298074804386484871e-01
9.986474899999999710e-01 5.883757134099605324e-01 2.381745854725841605e-01
1.000181500000000057e+00 2.817252229885064962e-01 2.397890911772649625e-01
1.001715499999999759e+00 2.193389176245297278e-02 2.368902229571339113e-01
1.003249599999999964e+00 -5.309638237547797956e-02 2.411252376886642568e-01
1.004783600000000110e+00 3.692299724137937389e-01 2.445818909985774114e-01
1.006317599999999590e+00 3.188766300766276984e-01 2.447654904114255625e-01
1.007851599999999959e+00 6.399888275862151976e-02 2.479731794922364896e-01
1.009385699999999497e+00 1.284426394636017932e-01 2.523148709923662136e-01
1.010919700000000088e+00 7.273721287356318399e-01 2.572636751860529203e-01
1.012453700000000234e+00 2.017867565134086050e-01 2.545625361523750074e-01
1.013987699999999936e+00 -1.575169865900383215e-01 2.505869192197826001e-01
1.015521700000000305e+00 4.371169473180068210e-01 2.566374376933854839e-01
1.017055699999999785e+00 3.347591455938694338e-01 2.603762818702778925e-01
1.018589800000000434e+00 4.036345879310347939e-01 2.602638301472667837e-01
1.020123799999999914e+00 2.645989310344721082e-02 2.651750365023242129e-01
1.021657800000000060e+00 5.391183934865901861e-01 2.708867110052471938e-01
1.023191900000000487e+00 1.848464737547903525e-01 2.753072132633446745e-01
1.024725899999999967e+00 3.866371996168584957e-01 2.792594327378612462e-01
1.026259900000000114e+00 3.668608931034472165e-01 2.833003437746309250e-01
1.027793900000000038e+00 3.719794986590044261e-01 2.828241998787039413e-01
1.029327899999999518e+00 3.924186293103436030e-01 2.878158314615512081e-01
1.030862000000000167e+00 2.831957986590039056e-01 2.871542438470213177e-01
1.032396000000000091e+00 2.715333821839092110e-01 2.908139267963610330e-01
1.033930000000000238e+00 5.726919521072737496e-02 2.955308620116978147e-01
1.035463999999999940e+00 3.359925890804600357e-01 2.945918955419112306e-01
1.036997999999999864e+00 2.488292749042146923e-01 2.975920564460486917e-01
1.038532000000000011e+00 3.884130875478941647e-01 3.088468578388444130e-01
1.040065999999999491e+00 6.009246936781602599e-01 3.089549951764812841e-01
1.041600099999999918e+00 3.565473942528729623e-01 3.076575865856813197e-01
1.043134099999999842e+00 -1.436333247126428958e-01 3.127041754256019712e-01
1.044668199999999825e+00 6.420926015325711944e-02 3.182044116858603333e-01
1.046202199999999971e+00 -3.452072662835358602e-02 3.134961867663059176e-01
1.047736199999999673e+00 4.619829501915706516e-02 3.162621764389321743e-01
1.049270200000000042e+00 6.252536777777777388e-01 3.191349242982199907e-01
1.050804200000000188e+00 7.307969019157091184e-01 3.367596542342827792e-01
1.052338199999999890e+00 4.017721007662826693e-01 3.416205497842246253e-01
1.053872300000000317e+00 2.190912557471262900e-01 3.296423244629957949e-01
1.055406300000000019e+00 1.137189218390801532e-01 3.372882476934463969e-01
1.056940300000000388e+00 4.338268821839089129e-01 3.469055163269220143e-01
1.058474300000000090e+00 5.655856312260532093e-01 3.567822726421239765e-01
1.060008300000000014e+00 2.935248749042144722e-01 3.540297589807948064e-01
1.061542299999999495e+00 2.161207831417640002e-01 3.566999495026381695e-01
1.063076399999999921e+00 2.767377298850580147e-01 3.594366323583658152e-01
1.064610399999999624e+00 -4.915320898467446242e-01 3.604013196220662296e-01
1.066144399999999992e+00 -6.665401090038312049e-01 3.698901836580614777e-01
1.067678499999999753e+00 -3.693051607279693727e-01 3.754037467518561155e-01
1.069212499999999677e+00 -6.400811762452197906e-02 3.774744688660636172e-01
1.070746499999999823e+00 9.007748735632147008e-02 3.933339686531300838e-01
1.072280500000000192e+00 2.720154885057368688e-02 3.986871123043556064e-01
1.073814500000000560e+00 1.007557863984684943e-01 4.083898128228428126e-01
1.075348600000000321e+00 5.100004367816097783e-01 4.081853672683504741e-01
1.076882600000000023e+00 4.639378791187728779e-01 4.200562893006905552e-01
1.078416600000000392e+00 -1.299737766283532991e-01 4.033853907600192246e-01
1.079950600000000094e+00 1.096415862260537999e+00 4.340899243347104974e-01
1.081484700000000299e+00 5.818400804597789744e-02 4.401534550775325072e-01
1.083018600000000164e+00 -8.148288180076602993e-02 4.493894130684443211e-01
1.084552699999999925e+00 -5.926855865900382270e-01 4.551583511556768769e-01
1.086086699999999627e+00 -8.668052521072802108e-01 4.588341971414833798e-01
1.087620699999999996e+00 5.523360218390811482e-01 4.884596551168509104e-01
1.089154699999999920e+00 3.585771917624533955e-01 4.798612049811096791e-01
1.090688799999999903e+00 6.368237643678043014e-02 4.822829347631406027e-01
1.092222700000000213e+00 6.931737818007679408e-01 5.222206383098957350e-01
1.093756800000000196e+00 1.198576939463602109e+00 5.298836451630158928e-01
1.095290899999999512e+00 6.008098846743283872e-01 5.408100323550720789e-01
1.096824800000000044e+00 -4.360609789272107406e-02 5.349997040212898236e-01
1.098358900000000471e+00 5.705507411877386303e-01 5.517363639013218579e-01
1.099892899999999729e+00 -5.285726568965500860e-01 5.300721140757584937e-01
1.101426900000000098e+00 1.266737913793090087e-01 5.701109365228618220e-01
1.102960899999999578e+00 5.135127994252872696e-01 6.104938482357883389e-01
1.104495000000000005e+00 7.577114731800627112e-02 6.173993826106638494e-01
1.106028899999999648e+00 8.021924823754797984e-01 6.462738028837463622e-01
1.107562999999999409e+00 5.797145082375472214e-01 6.583619291814831742e-01
1.109096999999999777e+00 4.090722036398454775e-01 6.268856499557389217e-01
1.110630999999999924e+00 9.076853208812254437e-01 6.845753305001275324e-01
1.112165000000000292e+00 6.695996478927197515e-01 6.675923487105646092e-01
1.113699100000000497e+00 2.016809501915606262e-02 6.965603450933889329e-01
1.115232999999999919e+00 2.911056413793122744e-01 7.114650338750184710e-01
1.116767100000000346e+00 -9.447602873565051282e-03 7.238500935236186207e-01
1.118301200000000106e+00 1.563697586206824752e-02 6.969777318176757497e-01
1.119835099999999750e+00 -1.132655642988504852e+00 6.862944220760679448e-01
1.121369199999999955e+00 5.564950453256694018e-01 7.220933955150726780e-01
1.122903200000000101e+00 4.275707435823762892e-01 7.788072825866148019e-01
1.124437199999999581e+00 5.809120619540237840e-01 8.086582175211823875e-01
1.125971199999999950e+00 5.003520655172408738e-01 8.558508092815606538e-01
1.127505299999999711e+00 -6.457733980076625357e-01 8.392202754695730071e-01
1.129039200000000021e+00 -3.161927704214555490e-01 7.768967870707061962e-01
1.130573300000000225e+00 4.439671970881238217e-01 7.647611623758370225e-01
1.132107299999999928e+00 -4.875982433141743955e-01 8.176333427410340526e-01
1.133641300000000296e+00 4.304016226053519745e-02 8.846433093447955143e-01
1.135175299999999998e+00 -2.170209779118774662e-01 8.923894517290419381e-01
1.136709400000000425e+00 7.279706944827584181e-01 9.628548630637959738e-01
1.138243500000000186e+00 2.759855067049796773e-01 9.559867068198264484e-01
1.139777400000000052e+00 9.618972760919558551e-01 1.025228173282867861e+00
1.141311500000000478e+00 2.939529999999992427e-01 1.082843241915594446e+00
1.142845399999999900e+00 -1.492097776436782652e-01 1.083107456920680889e+00
1.144379500000000105e+00 1.244510358429105068e-01 1.147350300681988955e+00
1.145913499999999807e+00 1.083575977911877430e+00 1.258469251707188041e+00
1.147447599999999790e+00 -1.679289904214620321e-02 1.237633920337145366e+00
1.148981500000000322e+00 2.263936877394634450e-01 1.267820706783813645e+00
1.150515599999999639e+00 9.883748727969356163e-02 1.284007085647305813e+00
1.152049500000000171e+00 5.765144626819918017e-01 1.498083648218431874e+00
1.153583600000000597e+00 1.245589401206896873e+00 1.841161996478409835e+00
1.155117600000000300e+00 1.529586808620690297e+00 1.856472661811908731e+00
1.156651600000000224e+00 4.570224208812270206e-01 1.956159573572706423e+00
1.158185700000000207e+00 9.919188927203057560e-01 2.556294247695372057e+00
1.159719699999999909e+00 5.200570140996168433e+00 2.822371717522181189e+00
